meter_id,ts,kwh,version,flags
48EEFC16BC30,1769767200,0.524,1,0
48EEFC16BC30,1769770800,0.559,1,0
48EEFC16BC30,1769774400,0.653,1,0
48EEFC16BC30,1769778000,0.586,1,0
48EEFC16BC30,1769781600,0.660,1,0
48EEFC16BC30,1769785200,0.585,1,0
48EEFC16BC30,1769788800,0.574,1,0
48EEFC16BC30,1769792400,0.506,1,0
48EEFC16BC30,1769796000,0.527,1,0
48EEFC16BC30,1769799600,0.461,1,0
48EEFC16BC30,1769803200,0.378,1,0
48EEFC16BC30,1769806800,0.307,1,0
48EEFC16BC30,1769810400,0.246,1,0
48EEFC16BC30,1769814000,,1,2
C4282D49CAB3,1767225600,0.325,1,0
C4282D49CAB3,1767229200,0.367,1,0
C4282D49CAB3,1767232800,0.393,1,0
C4282D49CAB3,1767236400,0.409,1,0
C4282D49CAB3,1767236400,0.419,2,0
C4282D49CAB3,1767240000,0.459,1,0
C4282D49CAB3,1767243600,0.541,1,0
C4282D49CAB3,1767247200,0.552,1,0
C4282D49CAB3,1767250800,0.671,1,0
C4282D49CAB3,1767254400,0.675,1,0
C4282D49CAB3,1767258000,,1,2
C4282D49CAB3,1767261600,0.816,1,0
C4282D49CAB3,1767265200,0.930,1,0
C4282D49CAB3,1767268800,0.871,1,0
C4282D49CAB3,1767272400,0.929,1,0
C4282D49CAB3,1767276000,0.891,1,0
C4282D49CAB3,1767279600,0.836,1,0
C4282D49CAB3,1767283200,0.791,1,0
C4282D49CAB3,1767286800,0.796,1,0
C4282D49CAB3,1767290400,0.720,1,0
C4282D49CAB3,1767294000,0.636,1,0
C4282D49CAB3,1767297600,0.548,1,0
C4282D49CAB3,1767301200,0.509,1,0
C4282D49CAB3,1767304800,0.437,1,0
C4282D49CAB3,1767308400,0.362,1,0
C4282D49CAB3,1767312000,0.326,1,0
C4282D49CAB3,1767315600,0.377,1,0
C4282D49CAB3,1767319200,0.354,1,0
C4282D49CAB3,1767322800,0.405,1,0
C4282D49CAB3,1767326400,0.382,1,0
C4282D49CAB3,1767330000,0.521,1,0
C4282D49CAB3,1767333600,0.609,1,0
C4282D49CAB3,1767337200,0.593,1,0
C4282D49CAB3,1767340800,0.756,1,0
C4282D49CAB3,1767344400,0.826,1,0
C4282D49CAB3,1767348000,0.848,1,0
C4282D49CAB3,1767351600,0.908,1,0
C4282D49CAB3,1767355200,0.950,1,0
C4282D49CAB3,1767358800,0.957,1,0
C4282D49CAB3,1767362400,0.953,1,0
C4282D49CAB3,1767366000,0.913,1,0
C4282D49CAB3,1767369600,0.879,1,0
C4282D49CAB3,1767373200,0.734,1,0
C4282D49CAB3,1767376800,0.723,1,0
C4282D49CAB3,1767380400,0.660,1,0
C4282D49CAB3,1767384000,0.554,1,0
C4282D49CAB3,1767387600,0.523,1,0
C4282D49CAB3,1767391200,0.411,1,0
C4282D49CAB3,1767394800,0.427,1,0
C4282D49CAB3,1767398400,0.309,1,0
C4282D49CAB3,1767402000,0.306,1,0
C4282D49CAB3,1767405600,0.369,1,0
C4282D49CAB3,1767409200,0.391,1,0
C4282D49CAB3,1767412800,0.385,1,0
C4282D49CAB3,1767416400,0.503,1,0
C4282D49CAB3,1767420000,0.518,1,0
C4282D49CAB3,1767423600,0.615,1,0
C4282D49CAB3,1767423600,0.625,2,0
C4282D49CAB3,1767427200,0.729,1,0
C4282D49CAB3,1767430800,0.797,1,0
C4282D49CAB3,1767434400,0.794,1,0
C4282D49CAB3,1767438000,,1,2
C4282D49CAB3,1767441600,0.904,1,0
C4282D49CAB3,1767445200,0.901,1,0
C4282D49CAB3,1767448800,0.938,1,0
C4282D49CAB3,1767448800,0.948,2,0
C4282D49CAB3,1767452400,0.884,1,0
C4282D49CAB3,1767456000,0.792,1,0
C4282D49CAB3,1767456000,0.802,2,0
C4282D49CAB3,1767459600,0.757,1,0
C4282D49CAB3,1767463200,0.751,1,0
C4282D49CAB3,1767466800,0.600,1,0
C4282D49CAB3,1767470400,0.606,1,0
C4282D49CAB3,1767474000,0.464,1,0
C4282D49CAB3,1767477600,0.481,1,0
C4282D49CAB3,1767481200,0.351,1,0
C4282D49CAB3,1767484800,0.376,1,0
C4282D49CAB3,1767488400,0.336,1,0
C4282D49CAB3,1767492000,0.382,1,0
C4282D49CAB3,1767495600,0.421,1,0
C4282D49CAB3,1767499200,0.438,1,0
C4282D49CAB3,1767502800,0.489,1,0
C4282D49CAB3,1767506400,0.604,1,0
C4282D49CAB3,1767510000,0.617,1,0
C4282D49CAB3,1767513600,0.719,1,0
C4282D49CAB3,1767517200,0.797,1,0
C4282D49CAB3,1767520800,0.851,1,0
C4282D49CAB3,1767520800,0.861,2,0
C4282D49CAB3,1767524400,0.874,1,0
C4282D49CAB3,1767528000,0.938,1,0
C4282D49CAB3,1767531600,0.920,1,0
C4282D49CAB3,1767535200,0.933,1,0
C4282D49CAB3,1767538800,0.875,1,0
C4282D49CAB3,1767542400,0.862,1,0
C4282D49CAB3,1767546000,0.808,1,0
C4282D49CAB3,1767549600,0.665,1,0
C4282D49CAB3,1767553200,0.648,1,0
C4282D49CAB3,1767556800,0.524,1,0
C4282D49CAB3,1767560400,0.478,1,0
C4282D49CAB3,1767564000,0.464,1,0
C4282D49CAB3,1767567600,0.407,1,0
C4282D49CAB3,1767571200,0.382,1,0
C4282D49CAB3,1767574800,0.381,1,0
C4282D49CAB3,1767578400,0.352,1,0
C4282D49CAB3,1767582000,0.371,1,0
C4282D49CAB3,1767585600,0.400,1,0
C4282D49CAB3,1767585600,0.410,2,0
C4282D49CAB3,1767589200,0.467,1,0
C4282D49CAB3,1767592800,0.576,1,0
C4282D49CAB3,1767596400,0.657,1,0
C4282D49CAB3,1767600000,0.688,1,0
C4282D49CAB3,1767603600,0.759,1,0
C4282D49CAB3,1767607200,0.847,1,0
C4282D49CAB3,1767610800,0.889,1,0
C4282D49CAB3,1767614400,,1,2
C4282D49CAB3,1767618000,0.928,1,0
C4282D49CAB3,1767621600,0.906,1,0
C4282D49CAB3,1767625200,0.900,1,0
C4282D49CAB3,1767628800,0.830,1,0
C4282D49CAB3,1767632400,0.744,1,0
C4282D49CAB3,1767636000,0.665,1,0
C4282D49CAB3,1767639600,0.667,1,0
C4282D49CAB3,1767643200,0.598,1,0
C4282D49CAB3,1767646800,0.500,1,0
C4282D49CAB3,1767650400,0.476,1,0
C4282D49CAB3,1767654000,0.358,1,0
C4282D49CAB3,1767657600,0.337,1,0
C4282D49CAB3,1767661200,0.374,1,0
C4282D49CAB3,1767664800,0.360,1,0
C4282D49CAB3,1767668400,0.399,1,0
C4282D49CAB3,1767672000,0.414,1,0
C4282D49CAB3,1767675600,0.491,1,0
C4282D49CAB3,1767679200,0.552,1,0
C4282D49CAB3,1767682800,0.589,1,0
C4282D49CAB3,1767686400,0.755,1,0
C4282D49CAB3,1767690000,0.767,1,0
C4282D49CAB3,1767693600,0.872,1,0
C4282D49CAB3,1767697200,0.888,1,0
C4282D49CAB3,1767700800,0.907,1,0
C4282D49CAB3,1767704400,0.881,1,0
C4282D49CAB3,1767708000,0.946,1,0
C4282D49CAB3,1767711600,0.869,1,0
C4282D49CAB3,1767715200,0.863,1,0
C4282D49CAB3,1767718800,0.815,1,0
C4282D49CAB3,1767722400,0.745,1,0
C4282D49CAB3,1767726000,0.661,1,0
C4282D49CAB3,1767729600,0.541,1,0
C4282D49CAB3,1767733200,0.475,1,0
C4282D49CAB3,1767736800,0.458,1,0
C4282D49CAB3,1767740400,0.385,1,0
C4282D49CAB3,1767744000,0.361,1,0
C4282D49CAB3,1767747600,0.316,1,0
C4282D49CAB3,1767751200,0.365,1,0
C4282D49CAB3,1767754800,0.420,1,0
C4282D49CAB3,1767758400,0.433,1,0
C4282D49CAB3,1767762000,0.502,1,0
C4282D49CAB3,1767765600,0.578,1,0
C4282D49CAB3,1767769200,0.648,1,0
C4282D49CAB3,1767769200,0.658,2,0
C4282D49CAB3,1767772800,0.742,1,0
C4282D49CAB3,1767776400,0.784,1,0
C4282D49CAB3,1767780000,0.836,1,0
C4282D49CAB3,1767783600,0.911,1,0
C4282D49CAB3,1767787200,0.903,1,0
C4282D49CAB3,1767790800,0.923,1,0
C4282D49CAB3,1767794400,0.952,1,0
C4282D49CAB3,1767798000,0.908,1,0
C4282D49CAB3,1767801600,0.842,1,0
C4282D49CAB3,1767805200,0.827,1,0
C4282D49CAB3,1767808800,0.682,1,0
C4282D49CAB3,1767812400,0.586,1,0
C4282D49CAB3,1767816000,0.532,1,0
C4282D49CAB3,1767819600,0.507,1,0
C4282D49CAB3,1767823200,0.397,1,0
C4282D49CAB3,1767826800,0.419,1,0
C4282D49CAB3,1767830400,0.316,1,0
C4282D49CAB3,1767834000,0.303,1,0
C4282D49CAB3,1767837600,0.333,1,0
C4282D49CAB3,1767841200,0.347,1,0
C4282D49CAB3,1767844800,0.447,1,0
C4282D49CAB3,1767848400,0.442,1,0
C4282D49CAB3,1767852000,0.554,1,0
C4282D49CAB3,1767855600,0.612,1,0
C4282D49CAB3,1767859200,0.676,1,0
C4282D49CAB3,1767862800,0.738,1,0
C4282D49CAB3,1767866400,0.795,1,0
C4282D49CAB3,1767870000,0.847,1,0
C4282D49CAB3,1767873600,0.915,1,0
C4282D49CAB3,1767877200,0.955,1,0
C4282D49CAB3,1767880800,0.904,1,0
C4282D49CAB3,1767884400,0.890,1,0
C4282D49CAB3,1767888000,0.871,1,0
C4282D49CAB3,1767891600,0.794,1,0
C4282D49CAB3,1767895200,0.681,1,0
C4282D49CAB3,1767895200,0.691,2,0
C4282D49CAB3,1767898800,0.616,1,0
C4282D49CAB3,1767902400,0.607,1,0
C4282D49CAB3,1767906000,0.541,1,0
C4282D49CAB3,1767909600,0.431,1,0
C4282D49CAB3,1767913200,0.348,1,0
C4282D49CAB3,1767916800,0.330,1,0
C4282D49CAB3,1767920400,0.378,1,0
C4282D49CAB3,1767924000,0.392,1,0
C4282D49CAB3,1767927600,0.413,1,0
C4282D49CAB3,1767931200,0.395,1,0
C4282D49CAB3,1767934800,0.501,1,0
C4282D49CAB3,1767938400,0.574,1,0
C4282D49CAB3,1767942000,0.592,1,0
C4282D49CAB3,1767945600,0.696,1,0
C4282D49CAB3,1767949200,0.749,1,0
C4282D49CAB3,1767952800,0.819,1,0
C4282D49CAB3,1767956400,0.928,1,0
C4282D49CAB3,1767960000,0.877,1,0
C4282D49CAB3,1767963600,0.953,1,0
C4282D49CAB3,1767967200,0.891,1,0
C4282D49CAB3,1767970800,0.845,1,0
C4282D49CAB3,1767974400,0.836,1,0
C4282D49CAB3,1767978000,0.782,1,0
C4282D49CAB3,1767981600,0.711,1,0
C4282D49CAB3,1767985200,0.685,1,0
C4282D49CAB3,1767988800,,1,2
C4282D49CAB3,1767992400,,1,2
C4282D49CAB3,1767996000,0.399,1,0
C4282D49CAB3,1767999600,0.423,1,0
C4282D49CAB3,1768003200,0.308,1,0
C4282D49CAB3,1768006800,0.389,1,0
C4282D49CAB3,1768010400,0.333,1,0
C4282D49CAB3,1768014000,0.425,1,0
C4282D49CAB3,1768017600,0.441,1,0
C4282D49CAB3,1768021200,0.514,1,0
C4282D49CAB3,1768024800,0.520,1,0
C4282D49CAB3,1768028400,0.675,1,0
C4282D49CAB3,1768032000,-0.711,1,4
C4282D49CAB3,1768035600,0.822,1,0
C4282D49CAB3,1768039200,0.841,1,0
C4282D49CAB3,1768042800,0.877,1,0
C4282D49CAB3,1768046400,0.958,1,0
C4282D49CAB3,1768050000,0.902,1,0
C4282D49CAB3,1768053600,0.945,1,0
C4282D49CAB3,1768057200,0.854,1,0
C4282D49CAB3,1768060800,0.820,1,0
C4282D49CAB3,1768064400,0.830,1,0
C4282D49CAB3,1768068000,0.696,1,0
C4282D49CAB3,1768071600,0.601,1,0
C4282D49CAB3,1768075200,0.592,1,0
C4282D49CAB3,1768078800,0.482,1,0
C4282D49CAB3,1768082400,0.384,1,0
C4282D49CAB3,1768086000,0.370,1,0
C4282D49CAB3,1768089600,0.310,1,0
C4282D49CAB3,1768093200,0.309,1,0
C4282D49CAB3,1768096800,0.388,1,0
C4282D49CAB3,1768100400,0.381,1,0
C4282D49CAB3,1768104000,0.401,1,0
C4282D49CAB3,1768107600,0.507,1,0
C4282D49CAB3,1768111200,0.539,1,0
C4282D49CAB3,1768114800,0.607,1,0
C4282D49CAB3,1768118400,0.694,1,0
C4282D49CAB3,1768122000,0.763,1,0
C4282D49CAB3,1768125600,,1,2
C4282D49CAB3,1768129200,0.922,1,0
C4282D49CAB3,1768132800,0.916,1,0
C4282D49CAB3,1768136400,0.952,1,0
C4282D49CAB3,1768140000,0.964,1,0
C4282D49CAB3,1768143600,0.883,1,0
C4282D49CAB3,1768147200,0.855,1,0
C4282D49CAB3,1768150800,0.745,1,0
C4282D49CAB3,1768150800,0.755,2,0
C4282D49CAB3,1768154400,0.701,1,0
C4282D49CAB3,1768158000,0.628,1,0
C4282D49CAB3,1768161600,0.559,1,0
C4282D49CAB3,1768165200,0.448,1,0
C4282D49CAB3,1768168800,0.437,1,0
C4282D49CAB3,1768172400,0.384,1,0
C4282D49CAB3,1768176000,0.368,1,0
C4282D49CAB3,1768179600,0.371,1,0
C4282D49CAB3,1768183200,0.385,1,0
C4282D49CAB3,1768186800,0.353,1,0
C4282D49CAB3,1768190400,0.385,1,0
C4282D49CAB3,1768194000,0.472,1,0
C4282D49CAB3,1768197600,0.581,1,0
C4282D49CAB3,1768201200,0.679,1,0
C4282D49CAB3,1768204800,0.713,1,0
C4282D49CAB3,1768208400,0.766,1,0
C4282D49CAB3,1768212000,0.845,1,0
C4282D49CAB3,1768215600,0.852,1,0
C4282D49CAB3,1768219200,0.890,1,0
C4282D49CAB3,1768219200,0.900,2,0
C4282D49CAB3,1768222800,0.974,1,0
C4282D49CAB3,1768226400,0.892,1,0
C4282D49CAB3,1768230000,0.927,1,0
C4282D49CAB3,1768233600,0.886,1,0
C4282D49CAB3,1768237200,0.750,1,0
C4282D49CAB3,1768240800,0.749,1,0
C4282D49CAB3,1768244400,,1,2
C4282D49CAB3,1768248000,0.587,1,0
C4282D49CAB3,1768251600,0.468,1,0
C4282D49CAB3,1768255200,0.417,1,0
C4282D49CAB3,1768258800,0.350,1,0
C4282D49CAB3,1768262400,0.392,1,0
C4282D49CAB3,1768266000,0.347,1,0
C4282D49CAB3,1768269600,0.350,1,0
C4282D49CAB3,1768273200,0.362,1,0
C4282D49CAB3,1768276800,,1,2
C4282D49CAB3,1768280400,0.538,1,0
C4282D49CAB3,1768284000,0.604,1,0
C4282D49CAB3,1768287600,0.622,1,0
C4282D49CAB3,1768291200,0.746,1,0
C4282D49CAB3,1768294800,0.789,1,0
C4282D49CAB3,1768298400,0.829,1,0
C4282D49CAB3,1768302000,0.855,1,0
C4282D49CAB3,1768305600,0.928,1,0
C4282D49CAB3,1768309200,0.883,1,0
C4282D49CAB3,1768312800,0.949,1,0
C4282D49CAB3,1768316400,0.861,1,0
C4282D49CAB3,1768320000,0.850,1,0
C4282D49CAB3,1768323600,0.760,1,0
C4282D49CAB3,1768327200,0.719,1,0
C4282D49CAB3,1768330800,0.592,1,0
C4282D49CAB3,1768334400,0.544,1,0
C4282D49CAB3,1768338000,0.535,1,0
C4282D49CAB3,1768341600,0.449,1,0
C4282D49CAB3,1768345200,0.337,1,0
C4282D49CAB3,1768348800,,1,2
C4282D49CAB3,1768352400,0.361,1,0
C4282D49CAB3,1768356000,0.357,1,0
C4282D49CAB3,1768359600,0.356,1,0
C4282D49CAB3,1768363200,0.415,1,0
C4282D49CAB3,1768366800,0.507,1,0
C4282D49CAB3,1768370400,0.522,1,0
C4282D49CAB3,1768374000,0.597,1,0
C4282D49CAB3,1768377600,0.751,1,0
C4282D49CAB3,1768381200,0.783,1,0
C4282D49CAB3,1768384800,,1,2
C4282D49CAB3,1768388400,0.859,1,0
C4282D49CAB3,1768392000,,1,2
C4282D49CAB3,1768395600,0.972,1,0
C4282D49CAB3,1768399200,0.939,1,0
C4282D49CAB3,1768402800,0.931,1,0
C4282D49CAB3,1768406400,0.831,1,0
C4282D49CAB3,1768410000,0.760,1,0
C4282D49CAB3,1768413600,0.687,1,0
C4282D49CAB3,1768417200,0.618,1,0
C4282D49CAB3,1768420800,0.558,1,0
C4282D49CAB3,1768424400,0.523,1,0
C4282D49CAB3,1768428000,0.460,1,0
C4282D49CAB3,1768431600,0.400,1,0
C4282D49CAB3,1768435200,0.387,1,0
C4282D49CAB3,1768438800,,1,2
C4282D49CAB3,1768442400,0.383,1,0
C4282D49CAB3,1768446000,,1,2
C4282D49CAB3,1768449600,0.468,1,0
C4282D49CAB3,1768453200,0.463,1,0
C4282D49CAB3,1768456800,0.596,1,0
C4282D49CAB3,1768460400,0.686,1,0
C4282D49CAB3,1768464000,0.670,1,0
C4282D49CAB3,1768467600,0.792,1,0
C4282D49CAB3,1768471200,0.857,1,0
C4282D49CAB3,1768474800,0.871,1,0
C4282D49CAB3,1768478400,0.935,1,0
C4282D49CAB3,1768482000,0.952,1,0
C4282D49CAB3,1768485600,0.935,1,0
C4282D49CAB3,1768489200,0.901,1,0
C4282D49CAB3,1768492800,0.838,1,0
C4282D49CAB3,1768496400,0.810,1,0
C4282D49CAB3,1768500000,0.726,1,0
C4282D49CAB3,1768503600,0.645,1,0
C4282D49CAB3,1768507200,,1,2
C4282D49CAB3,1768510800,0.470,1,0
C4282D49CAB3,1768514400,0.409,1,0
C4282D49CAB3,1768518000,0.343,1,0
C4282D49CAB3,1768521600,0.392,1,0
C4282D49CAB3,1768525200,0.376,1,0
C4282D49CAB3,1768528800,0.353,1,0
C4282D49CAB3,1768532400,0.382,1,0
C4282D49CAB3,1768536000,0.466,1,0
C4282D49CAB3,1768539600,0.513,1,0
C4282D49CAB3,1768543200,0.554,1,0
C4282D49CAB3,1768546800,0.628,1,0
C4282D49CAB3,1768550400,0.740,1,0
C4282D49CAB3,1768554000,0.735,1,0
C4282D49CAB3,1768557600,0.813,1,0
C4282D49CAB3,1768561200,0.846,1,0
C4282D49CAB3,1768564800,0.949,1,0
C4282D49CAB3,1768568400,0.910,1,0
C4282D49CAB3,1768572000,0.888,1,0
C4282D49CAB3,1768575600,0.927,1,0
C4282D49CAB3,1768579200,0.799,1,0
C4282D49CAB3,1768582800,0.794,1,0
C4282D49CAB3,1768586400,0.757,1,0
C4282D49CAB3,1768590000,0.608,1,0
C4282D49CAB3,1768593600,0.595,1,0
C4282D49CAB3,1768597200,0.480,1,0
C4282D49CAB3,1768600800,0.435,1,0
C4282D49CAB3,1768604400,0.414,1,0
C4282D49CAB3,1768608000,0.310,1,0
C4282D49CAB3,1768611600,0.345,1,0
C4282D49CAB3,1768615200,0.391,1,0
C4282D49CAB3,1768618800,0.385,1,0
C4282D49CAB3,1768622400,0.399,1,0
C4282D49CAB3,1768626000,0.491,1,0
C4282D49CAB3,1768629600,0.565,1,0
C4282D49CAB3,1768633200,0.666,1,0
C4282D49CAB3,1768636800,0.760,1,0
C4282D49CAB3,1768640400,0.734,1,0
C4282D49CAB3,1768644000,0.798,1,0
C4282D49CAB3,1768647600,0.904,1,0
C4282D49CAB3,1768651200,0.916,1,0
C4282D49CAB3,1768654800,0.922,1,0
C4282D49CAB3,1768658400,0.956,1,0
C4282D49CAB3,1768662000,0.873,1,0
C4282D49CAB3,1768665600,0.852,1,0
C4282D49CAB3,1768669200,0.804,1,0
C4282D49CAB3,1768672800,0.668,1,0
C4282D49CAB3,1768676400,0.588,1,0
C4282D49CAB3,1768680000,0.603,1,0
C4282D49CAB3,1768683600,0.530,1,0
C4282D49CAB3,1768687200,0.414,1,0
C4282D49CAB3,1768690800,0.346,1,0
C4282D49CAB3,1768694400,0.382,1,0
C4282D49CAB3,1768698000,0.376,1,0
C4282D49CAB3,1768701600,0.349,1,0
C4282D49CAB3,1768705200,0.375,1,0
C4282D49CAB3,1768708800,0.442,1,0
C4282D49CAB3,1768712400,0.488,1,0
C4282D49CAB3,1768716000,0.590,1,0
C4282D49CAB3,1768719600,0.619,1,0
C4282D49CAB3,1768723200,0.748,1,0
C4282D49CAB3,1768726800,0.826,1,0
C4282D49CAB3,1768730400,0.840,1,0
C4282D49CAB3,1768734000,0.884,1,0
C4282D49CAB3,1768737600,0.905,1,0
C4282D49CAB3,1768741200,0.912,1,0
C4282D49CAB3,1768744800,0.891,1,0
C4282D49CAB3,1768748400,0.844,1,0
C4282D49CAB3,1768752000,0.872,1,0
C4282D49CAB3,1768755600,0.809,1,0
C4282D49CAB3,1768759200,0.730,1,0
C4282D49CAB3,1768762800,0.604,1,0
C4282D49CAB3,1768766400,0.584,1,0
C4282D49CAB3,1768770000,0.537,1,0
C4282D49CAB3,1768773600,0.418,1,0
C4282D49CAB3,1768777200,0.401,1,0
C4282D49CAB3,1768780800,0.319,1,0
C4282D49CAB3,1768784400,0.372,1,0
C4282D49CAB3,1768788000,0.356,1,0
C4282D49CAB3,1768791600,0.435,1,0
C4282D49CAB3,1768795200,0.455,1,0
C4282D49CAB3,1768798800,,1,2
C4282D49CAB3,1768802400,0.535,1,0
C4282D49CAB3,1768806000,,1,2
C4282D49CAB3,1768809600,0.743,1,0
C4282D49CAB3,1768813200,,1,2
C4282D49CAB3,1768816800,0.859,1,0
C4282D49CAB3,1768820400,0.924,1,0
C4282D49CAB3,1768824000,0.934,1,0
C4282D49CAB3,1768827600,0.916,1,0
C4282D49CAB3,1768831200,0.921,1,0
C4282D49CAB3,1768834800,0.900,1,0
C4282D49CAB3,1768838400,0.830,1,0
C4282D49CAB3,1768842000,0.786,1,0
C4282D49CAB3,1768845600,0.684,1,0
C4282D49CAB3,1768849200,0.672,1,0
C4282D49CAB3,1768852800,-0.589,1,4
C4282D49CAB3,1768856400,0.498,1,0
C4282D49CAB3,1768860000,0.431,1,0
C4282D49CAB3,1768863600,0.380,1,0
C4282D49CAB3,1768867200,0.346,1,0
C4282D49CAB3,1768870800,0.316,1,0
C4282D49CAB3,1768874400,0.332,1,0
C4282D49CAB3,1768878000,0.414,1,0
C4282D49CAB3,1768881600,0.439,1,0
C4282D49CAB3,1768885200,0.469,1,0
C4282D49CAB3,1768888800,0.583,1,0
C4282D49CAB3,1768892400,0.618,1,0
C4282D49CAB3,1768896000,0.727,1,0
C4282D49CAB3,1768899600,0.767,1,0
C4282D49CAB3,1768903200,0.824,1,0
C4282D49CAB3,1768906800,0.890,1,0
C4282D49CAB3,1768910400,0.888,1,0
C4282D49CAB3,1768914000,0.882,1,0
C4282D49CAB3,1768917600,0.889,1,0
C4282D49CAB3,1768921200,0.934,1,0
C4282D49CAB3,1768924800,0.851,1,0
C4282D49CAB3,1768928400,0.803,1,0
C4282D49CAB3,1768932000,0.664,1,0
C4282D49CAB3,1768935600,0.649,1,0
C4282D49CAB3,1768935600,0.659,2,0
C4282D49CAB3,1768939200,0.545,1,0
C4282D49CAB3,1768942800,,1,2
C4282D49CAB3,1768946400,0.385,1,0
C4282D49CAB3,1768950000,0.366,1,0
C4282D49CAB3,1768953600,0.397,1,0
C4282D49CAB3,1768957200,0.397,1,0
C4282D49CAB3,1768960800,,1,2
C4282D49CAB3,1768964400,0.378,1,0
C4282D49CAB3,1768968000,0.442,1,0
C4282D49CAB3,1768971600,0.461,1,0
C4282D49CAB3,1768975200,,1,2
C4282D49CAB3,1768978800,0.670,1,0
C4282D49CAB3,1768982400,0.741,1,0
C4282D49CAB3,1768986000,,1,2
C4282D49CAB3,1768989600,0.811,1,0
C4282D49CAB3,1768993200,0.891,1,0
C4282D49CAB3,1768996800,0.962,1,0
C4282D49CAB3,1769000400,0.951,1,0
C4282D49CAB3,1769004000,,1,2
C4282D49CAB3,1769007600,0.865,1,0
C4282D49CAB3,1769011200,0.833,1,0
C4282D49CAB3,1769014800,0.770,1,0
C4282D49CAB3,1769018400,0.731,1,0
C4282D49CAB3,1769022000,0.595,1,0
C4282D49CAB3,1769025600,0.608,1,0
C4282D49CAB3,1769029200,0.516,1,0
C4282D49CAB3,1769032800,0.386,1,0
C4282D49CAB3,1769036400,0.417,1,0
C4282D49CAB3,1769040000,0.356,1,0
C4282D49CAB3,1769043600,0.299,1,0
C4282D49CAB3,1769047200,0.343,1,0
C4282D49CAB3,1769050800,0.398,1,0
C4282D49CAB3,1769054400,0.460,1,0
C4282D49CAB3,1769058000,0.445,1,0
C4282D49CAB3,1769061600,0.578,1,0
C4282D49CAB3,1769065200,,1,2
C4282D49CAB3,1769068800,0.730,1,0
C4282D49CAB3,1769072400,0.813,1,0
C4282D49CAB3,1769076000,0.844,1,0
C4282D49CAB3,1769079600,0.861,1,0
C4282D49CAB3,1769083200,0.882,1,0
C4282D49CAB3,1769086800,0.957,1,0
C4282D49CAB3,1769090400,0.905,1,0
C4282D49CAB3,1769094000,0.840,1,0
C4282D49CAB3,1769094000,0.850,2,0
C4282D49CAB3,1769097600,0.815,1,0
C4282D49CAB3,1769101200,0.802,1,0
C4282D49CAB3,1769104800,0.750,1,0
C4282D49CAB3,1769108400,0.633,1,0
C4282D49CAB3,1769112000,0.549,1,0
C4282D49CAB3,1769115600,0.455,1,0
C4282D49CAB3,1769119200,,1,2
C4282D49CAB3,1769122800,0.418,1,0
C4282D49CAB3,1769126400,,1,2
C4282D49CAB3,1769130000,0.306,1,0
C4282D49CAB3,1769133600,0.359,1,0
C4282D49CAB3,1769137200,0.380,1,0
C4282D49CAB3,1769140800,0.426,1,0
C4282D49CAB3,1769144400,0.514,1,0
C4282D49CAB3,1769148000,0.597,1,0
C4282D49CAB3,1769151600,0.654,1,0
C4282D49CAB3,1769155200,0.711,1,0
C4282D49CAB3,1769158800,0.807,1,0
C4282D49CAB3,1769162400,0.876,1,0
C4282D49CAB3,1769166000,0.902,1,0
C4282D49CAB3,1769169600,0.946,1,0
C4282D49CAB3,1769173200,0.937,1,0
C4282D49CAB3,1769176800,0.911,1,0
C4282D49CAB3,1769180400,0.894,1,0
C4282D49CAB3,1769184000,0.869,1,0
C4282D49CAB3,1769187600,0.761,1,0
C4282D49CAB3,1769191200,0.712,1,0
C4282D49CAB3,1769194800,0.656,1,0
C4282D49CAB3,1769198400,0.520,1,0
C4282D49CAB3,1769202000,0.487,1,0
C4282D49CAB3,1769205600,0.438,1,0
C4282D49CAB3,1769209200,0.350,1,0
C4282D49CAB3,1769212800,0.325,1,0
C4282D49CAB3,1769216400,0.389,1,0
C4282D49CAB3,1769220000,0.348,1,0
C4282D49CAB3,1769223600,0.408,1,0
C4282D49CAB3,1769227200,0.464,1,0
C4282D49CAB3,1769230800,0.467,1,0
C4282D49CAB3,1769234400,0.609,1,0
C4282D49CAB3,1769238000,0.614,1,0
C4282D49CAB3,1769241600,0.687,1,0
C4282D49CAB3,1769245200,0.814,1,0
C4282D49CAB3,1769248800,0.844,1,0
C4282D49CAB3,1769252400,0.916,1,0
C4282D49CAB3,1769256000,0.943,1,0
C4282D49CAB3,1769259600,,1,2
C4282D49CAB3,1769263200,0.887,1,0
C4282D49CAB3,1769266800,0.866,1,0
C4282D49CAB3,1769270400,0.794,1,0
C4282D49CAB3,1769274000,0.775,1,0
C4282D49CAB3,1769277600,,1,2
C4282D49CAB3,1769281200,0.664,1,0
C4282D49CAB3,1769284800,0.594,1,0
C4282D49CAB3,1769288400,0.538,1,0
C4282D49CAB3,1769292000,0.464,1,0
C4282D49CAB3,1769295600,0.408,1,0
C4282D49CAB3,1769299200,0.377,1,0
C4282D49CAB3,1769302800,0.389,1,0
C4282D49CAB3,1769306400,0.331,1,0
C4282D49CAB3,1769310000,0.430,1,0
C4282D49CAB3,1769313600,0.456,1,0
C4282D49CAB3,1769317200,,1,2
C4282D49CAB3,1769320800,0.520,1,0
C4282D49CAB3,1769324400,0.659,1,0
C4282D49CAB3,1769328000,0.696,1,0
